chap_num,para_num,sent_num,token_num,token_str
1,2,3,10,he
1,2,3,11,added
1,2,3,12,to
1,2,3,13,his
1,2,3,14,wealth
1,2,4,0,
1,2,4,1,To
1,2,4,2,him
1,2,4,3,therefore
1,2,4,4,the
1,2,4,5,succession
1,2,4,6,to
1,2,4,7,the
1,2,4,8,Norland
1,2,4,9,estate
1,2,4,10,was
1,2,4,11,not
1,2,4,12,so
1,2,4,13,really
1,2,4,14,important
1,2,4,15,as
1,2,4,16,to
1,2,4,17,his
1,2,4,18,sisters
1,2,5,0,
1,2,5,1,for
1,2,5,2,their
1,2,5,3,"fortune,"
1,2,5,4,independent
1,2,5,5,of
1,2,5,6,what
1,2,5,7,might
1,2,5,8,arise
1,2,5,9,to
1,2,5,10,them
1,2,5,11,from
1,2,5,12,their
1,2,5,13,father's
1,2,5,14,inheriting
1,2,5,15,that
1,2,5,16,"property,"
1,2,5,17,could
1,2,5,18,be
1,2,5,19,but
1,2,5,20,small
1,2,6,0,
1,2,6,1,Their
1,2,6,2,mother
1,2,6,3,had
1,2,6,4,"nothing,"
1,2,6,5,and
1,2,6,6,their
1,2,6,7,father
1,2,6,8,only
1,2,6,9,seven
1,2,6,10,thousand
1,2,6,11,pounds
1,2,6,12,in
1,2,6,13,his
1,2,6,14,own
1,2,6,15,disposal
1,2,7,0,
1,2,7,1,for
1,2,7,2,the
1,2,7,3,remaining
1,2,7,4,moiety
1,2,7,5,of
1,2,7,6,his
1,2,7,7,first
1,2,7,8,wife's
1,2,7,9,fortune
1,2,7,10,was
1,2,7,11,also
1,2,7,12,secured
1,2,7,13,to
1,2,7,14,her
1,2,7,15,"child,"
1,2,7,16,and
1,2,7,17,he
1,2,7,18,had
1,2,7,19,only
1,2,7,20,a
1,2,7,21,life-interest
1,2,7,22,in
1,2,7,23,it
1,3,0,0,The
1,3,0,1,old
1,3,0,2,gentleman
1,3,0,3,died:
1,3,0,4,his
1,3,0,5,will
1,3,0,6,was
1,3,0,7,"read,"
1,3,0,8,and
1,3,0,9,like
1,3,0,10,almost
1,3,0,11,every
1,3,0,12,other
1,3,0,13,"will,"
1,3,0,14,gave
1,3,0,15,as
1,3,0,16,much
1,3,0,17,disappointment
1,3,0,18,as
1,3,0,19,pleasure
1,3,1,0,
1,3,1,1,He
1,3,1,2,was
1,3,1,3,neither
1,3,1,4,so
1,3,1,5,"unjust,"
1,3,1,6,nor
1,3,1,7,so
1,3,1,8,"ungrateful,"
1,3,1,9,as
1,3,1,10,to
1,3,1,11,leave
1,3,1,12,his
1,3,1,13,estate
1,3,1,14,from
1,3,1,15,his
1,3,1,16,nephew
1,3,2,0,--but
1,3,2,1,he
1,3,2,2,left
1,3,2,3,it
1,3,2,4,to
1,3,2,5,him
1,3,2,6,on
1,3,2,7,such
1,3,2,8,terms
1,3,2,9,as
1,3,2,10,destroyed
1,3,2,11,half
1,3,2,12,the
1,3,2,13,value
1,3,2,14,of
1,3,2,15,the
1,3,2,16,bequest
1,3,3,0,
1,3,3,1,Mr
1,3,4,0,
1,3,4,1,Dashwood
1,3,4,2,had
1,3,4,3,wished
1,3,4,4,for
1,3,4,5,it
1,3,4,6,more
1,3,4,7,for
1,3,4,8,the
1,3,4,9,sake
1,3,4,10,of
1,3,4,11,his
1,3,4,12,wife
1,3,4,13,and
1,3,4,14,daughters
1,3,4,15,than
1,3,4,16,for
1,3,4,17,himself
1,3,4,18,or
1,3,4,19,his
1,3,4,20,son
1,3,5,0,--but
1,3,5,1,to
1,3,5,2,his
1,3,5,3,"son,"
1,3,5,4,and
1,3,5,5,his
1,3,5,6,son's
1,3,5,7,"son,"
1,3,5,8,a
1,3,5,9,child
1,3,5,10,of
1,3,5,11,four
1,3,5,12,years
1,3,5,13,"old,"
1,3,5,14,it
1,3,5,15,was
1,3,5,16,"secured,"
1,3,5,17,in
1,3,5,18,such
1,3,5,19,a
1,3,5,20,"way,"
1,3,5,21,as
1,3,5,22,to
1,3,5,23,leave
1,3,5,24,to
1,3,5,25,himself
1,3,5,26,no
1,3,5,27,power
1,3,5,28,of
1,3,5,29,providing
1,3,5,30,for
1,3,5,31,those
1,3,5,32,who
1,3,5,33,were
1,3,5,34,most
1,3,5,35,dear
1,3,5,36,to
1,3,5,37,"him,"
1,3,5,38,and
1,3,5,39,who
1,3,5,40,most
1,3,5,41,needed
1,3,5,42,a
1,3,5,43,provision
1,3,5,44,by
1,3,5,45,any
1,3,5,46,charge
1,3,5,47,on
1,3,5,48,the
1,3,5,49,"estate,"
1,3,5,50,or
1,3,5,51,by
1,3,5,52,any
1,3,5,53,sale
1,3,5,54,of
1,3,5,55,its
1,3,5,56,valuable
1,3,5,57,woods
1,3,6,0,
1,3,6,1,The
1,3,6,2,whole
1,3,6,3,was
1,3,6,4,tied
1,3,6,5,up
1,3,6,6,for
1,3,6,7,the
1,3,6,8,benefit
1,3,6,9,of
1,3,6,10,this
1,3,6,11,"child,"
1,3,6,12,"who,"
1,3,6,13,in
1,3,6,14,occasional
1,3,6,15,visits
1,3,6,16,with
1,3,6,17,his
1,3,6,18,father
1,3,6,19,and
1,3,6,20,mother
1,3,6,21,at
1,3,6,22,"Norland,"
1,3,6,23,had
1,3,6,24,so
1,3,6,25,far
1,3,6,26,gained
1,3,6,27,on
1,3,6,28,the
1,3,6,29,affections
1,3,6,30,of
1,3,6,31,his
1,3,6,32,"uncle,"
1,3,6,33,by
1,3,6,34,such
1,3,6,35,attractions
1,3,6,36,as
1,3,6,37,are
1,3,6,38,by
1,3,6,39,no
1,3,6,40,means
1,3,6,41,unusual
1,3,6,42,in
1,3,6,43,children
1,3,6,44,of
1,3,6,45,two
1,3,6,46,or
1,3,6,47,three
1,3,6,48,years
1,3,6,49,old
1,3,7,0,
1,3,7,1,an
1,3,7,2,imperfect
1,3,7,3,"articulation,"
1,3,7,4,an
1,3,7,5,earnest
1,3,7,6,desire
1,3,7,7,of
1,3,7,8,having
1,3,7,9,his
1,3,7,10,own
1,3,7,11,"way,"
1,3,7,12,many
1,3,7,13,cunning
1,3,7,14,"tricks,"
1,3,7,15,and
1,3,7,16,a
1,3,7,17,great
1,3,7,18,deal
1,3,7,19,of
1,3,7,20,"noise,"
1,3,7,21,as
1,3,7,22,to
1,3,7,23,outweigh
1,3,7,24,all
1,3,7,25,the
1,3,7,26,value
1,3,7,27,of
1,3,7,28,all
1,3,7,29,the
1,3,7,30,attention
1,3,7,31,"which,"
1,3,7,32,for
1,3,7,33,"years,"
1,3,7,34,he
1,3,7,35,had
1,3,7,36,received
1,3,7,37,from
1,3,7,38,his
1,3,7,39,niece
1,3,7,40,and
1,3,7,41,her
1,3,7,42,daughters
1,3,8,0,
1,3,8,1,He
1,3,8,2,meant
1,3,8,3,not
1,3,8,4,to
1,3,8,5,be
1,3,8,6,"unkind,"
1,3,8,7,"however,"
1,3,8,8,"and,"
1,3,8,9,as
1,3,8,10,a
1,3,8,11,mark
1,3,8,12,of
1,3,8,13,his
1,3,8,14,affection
1,3,8,15,for
1,3,8,16,the
1,3,8,17,three
1,3,8,18,"girls,"
1,3,8,19,he
1,3,8,20,left
1,3,8,21,them
1,3,8,22,a
1,3,8,23,thousand
1,3,8,24,pounds
1,3,8,25,a-piece
1,4,0,0,Mr
1,4,1,0,
1,4,1,1,Dashwood's
1,4,1,2,disappointment
1,4,1,3,"was,"
1,4,1,4,at
1,4,1,5,"first,"
1,4,1,6,severe
1,4,2,0,
1,4,2,1,but
1,4,2,2,his
1,4,2,3,temper
1,4,2,4,was
1,4,2,5,cheerful
1,4,2,6,and
1,4,2,7,sanguine
1,4,3,0,
1,4,3,1,and
1,4,3,2,he
1,4,3,3,might
1,4,3,4,reasonably
1,4,3,5,hope
1,4,3,6,to
1,4,3,7,live
1,4,3,8,many
1,4,3,9,"years,"
1,4,3,10,and
1,4,3,11,by
1,4,3,12,living
1,4,3,13,"economically,"
1,4,3,14,lay
1,4,3,15,by
1,4,3,16,a
1,4,3,17,considerable
1,4,3,18,sum
1,4,3,19,from
1,4,3,20,the
1,4,3,21,produce
1,4,3,22,of
1,4,3,23,an
1,4,3,24,estate
1,4,3,25,already
1,4,3,26,"large,"
1,4,3,27,and
1,4,3,28,capable
1,4,3,29,of
1,4,3,30,almost
1,4,3,31,immediate
1,4,3,32,improvement
1,4,4,0,
1,4,4,1,But
1,4,4,2,the
1,4,4,3,"fortune,"
1,4,4,4,which
1,4,4,5,had
1,4,4,6,been
1,4,4,7,so
1,4,4,8,tardy
1,4,4,9,in
1,4,4,10,"coming,"
1,4,4,11,was
1,4,4,12,his
1,4,4,13,only
1,4,4,14,one
1,4,4,15,twelvemonth
1,4,5,0,
1,4,5,1,He
1,4,5,2,survived
1,4,5,3,his
1,4,5,4,uncle
1,4,5,5,no
1,4,5,6,longer
1,4,6,0,
1,4,6,1,and
1,4,6,2,ten
1,4,6,3,thousand
1,4,6,4,"pounds,"
1,4,6,5,including
1,4,6,6,the
1,4,6,7,late
1,4,6,8,"legacies,"
1,4,6,9,was
1,4,6,10,all
1,4,6,11,that
1,4,6,12,remained
1,4,6,13,for
1,4,6,14,his
1,4,6,15,widow
1,4,6,16,and
1,4,6,17,daughters
1,5,0,0,His
1,5,0,1,son
1,5,0,2,was
1,5,0,3,sent
1,5,0,4,for
1,5,0,5,as
1,5,0,6,soon
1,5,0,7,as
1,5,0,8,his
1,5,0,9,danger
1,5,0,10,was
1,5,0,11,"known,"
1,5,0,12,and
1,5,0,13,to
1,5,0,14,him
1,5,0,15,Mr
1,5,1,0,
1,5,1,1,Dashwood
1,5,1,2,"recommended,"
1,5,1,3,with
1,5,1,4,all
1,5,1,5,the
1,5,1,6,strength
1,5,1,7,and
1,5,1,8,urgency
1,5,1,9,which
1,5,1,10,illness
1,5,1,11,could
1,5,1,12,"command,"
1,5,1,13,the
1,5,1,14,interest
1,5,1,15,of
1,5,1,16,his
1,5,1,17,mother-in-law
1,5,1,18,and
1,5,1,19,sisters
1,6,0,0,Mr
1,6,1,0,
1,6,1,1,John
1,6,1,2,Dashwood
1,6,1,3,had
1,6,1,4,not
1,6,1,5,the
1,6,1,6,strong
1,6,1,7,feelings
1,6,1,8,of
1,6,1,9,the
1,6,1,10,rest
1,6,1,11,of
1,6,1,12,the
1,6,1,13,family
1,6,2,0,
1,6,2,1,but
1,6,2,2,he
1,6,2,3,was
1,6,2,4,affected
1,6,2,5,by
1,6,2,6,a
1,6,2,7,recommendation
1,6,2,8,of
1,6,2,9,such
1,6,2,10,a
1,6,2,11,nature
1,6,2,12,at
1,6,2,13,such
1,6,2,14,a
1,6,2,15,"time,"
1,6,2,16,and
1,6,2,17,he
1,6,2,18,promised
1,6,2,19,to
1,6,2,20,do
1,6,2,21,every
1,6,2,22,thing
1,6,2,23,in
1,6,2,24,his
1,6,2,25,power
1,6,2,26,to
1,6,2,27,make
1,6,2,28,them
1,6,2,29,comfortable
1,6,3,0,
1,6,3,1,His
1,6,3,2,father
1,6,3,3,was
1,6,3,4,rendered
1,6,3,5,easy
1,6,3,6,by
1,6,3,7,such
1,6,3,8,an
1,6,3,9,"assurance,"
1,6,3,10,and
1,6,3,11,Mr
1,6,4,0,
1,6,4,1,John
1,6,4,2,Dashwood
1,6,4,3,had
1,6,4,4,then
1,6,4,5,leisure
1,6,4,6,to
1,6,4,7,consider
1,6,4,8,how
1,6,4,9,much
1,6,4,10,there
1,6,4,11,might
1,6,4,12,prudently
1,6,4,13,be
1,6,4,14,in
1,6,4,15,his
1,6,4,16,power
1,6,4,17,to
1,6,4,18,do
1,6,4,19,for
1,6,4,20,them
1,7,0,0,He
1,7,0,1,was
1,7,0,2,not
1,7,0,3,an
1,7,0,4,ill-disposed
1,7,0,5,young
1,7,0,6,"man,"
1,7,0,7,unless
1,7,0,8,to
1,7,0,9,be
1,7,0,10,rather
1,7,0,11,cold
1,7,0,12,hearted
1,7,0,13,and
1,7,0,14,rather
1,7,0,15,selfish
1,7,0,16,is
1,7,0,17,to
1,7,0,18,be
1,7,0,19,ill-disposed:
1,7,0,20,but
1,7,0,21,he
1,7,0,22,"was,"
1,7,0,23,in
1,7,0,24,"general,"
1,7,0,25,well
1,7,0,26,respected
1,7,1,0,
1,7,1,1,for
1,7,1,2,he
1,7,1,3,conducted
1,7,1,4,himself
1,7,1,5,with
1,7,1,6,propriety
1,7,1,7,in
1,7,1,8,the
1,7,1,9,discharge
1,7,1,10,of
1,7,1,11,his
1,7,1,12,ordinary
1,7,1,13,duties
1,7,2,0,
1,7,2,1,Had
1,7,2,2,he
1,7,2,3,married
1,7,2,4,a
1,7,2,5,more
1,7,2,6,amiable
1,7,2,7,"woman,"
1,7,2,8,he
1,7,2,9,might
1,7,2,10,have
1,7,2,11,been
1,7,2,12,made
1,7,2,13,still
1,7,2,14,more
1,7,2,15,respectable
1,7,2,16,than
1,7,2,17,he
1,7,2,18,was:--he
1,7,2,19,might
1,7,2,20,even
1,7,2,21,have
1,7,2,22,been
1,7,2,23,made
1,7,2,24,amiable
1,7,2,25,himself
1,7,3,0,
1,7,3,1,for
1,7,3,2,he
1,7,3,3,was
1,7,3,4,very
1,7,3,5,young
1,7,3,6,when
1,7,3,7,he
1,7,3,8,"married,"
1,7,3,9,and
1,7,3,10,very
1,7,3,11,fond
1,7,3,12,of
1,7,3,13,his
1,7,3,14,wife
1,7,4,0,
1,7,4,1,But
1,7,4,2,Mrs
1,7,5,0,
1,7,5,1,John
1,7,5,2,Dashwood
1,7,5,3,was
1,7,5,4,a
1,7,5,5,strong
1,7,5,6,caricature
1,7,5,7,of
1,7,5,8,himself
1,7,6,0,--more
1,7,6,1,narrow-minded
1,7,6,2,and
1,7,6,3,selfish
1,8,0,0,When
1,8,0,1,he
1,8,0,2,gave
1,8,0,3,his
1,8,0,4,promise
1,8,0,5,to
1,8,0,6,his
1,8,0,7,"father,"
1,8,0,8,he
1,8,0,9,meditated
1,8,0,10,within
1,8,0,11,himself
1,8,0,12,to
1,8,0,13,increase
1,8,0,14,the
1,8,0,15,fortunes
1,8,0,16,of
1,8,0,17,his
1,8,0,18,sisters
1,8,0,19,by
1,8,0,20,the
1,8,0,21,present
1,8,0,22,of
1,8,0,23,a
1,8,0,24,thousand
1,8,0,25,pounds
1,8,0,26,a-piece
1,8,1,0,
1,8,1,1,He
1,8,1,2,then
1,8,1,3,really
1,8,1,4,thought
1,8,1,5,himself
1,8,1,6,equal
1,8,1,7,to
1,8,1,8,it
1,8,2,0,
1,8,2,1,The
1,8,2,2,prospect
1,8,2,3,of
1,8,2,4,four
1,8,2,5,thousand
1,8,2,6,"a-year,"
1,8,2,7,in
1,8,2,8,addition
1,8,2,9,to
1,8,2,10,his
1,8,2,11,present
1,8,2,12,"income,"
1,8,2,13,besides
1,8,2,14,the
1,8,2,15,remaining
1,8,2,16,half
1,8,2,17,of
1,8,2,18,his
1,8,2,19,own
1,8,2,20,mother's
1,8,2,21,"fortune,"
1,8,2,22,warmed
1,8,2,23,his
1,8,2,24,"heart,"
1,8,2,25,and
1,8,2,26,made
1,8,2,27,him
1,8,2,28,feel
1,8,2,29,capable
1,8,2,30,of
1,8,2,31,generosity
1,8,3,0,--
1,8,3,1,"""Yes,"
1,8,3,2,he
1,8,3,3,would
1,8,3,4,give
1,8,3,5,them
1,8,3,6,three
1,8,3,7,thousand
1,8,3,8,pounds:
1,8,3,9,it
1,8,3,10,would
1,8,3,11,be
1,8,3,12,liberal
1,8,3,13,and
1,8,3,14,handsome
1,8,4,0,
1,8,4,1,It
1,8,4,2,would
1,8,4,3,be
1,8,4,4,enough
1,8,4,5,to
1,8,4,6,make
1,8,4,7,them
1,8,4,8,completely
1,8,4,9,easy
1,8,5,0,
1,8,5,1,Three
1,8,5,2,thousand
1,8,5,3,pounds
1,8,6,0,
1,8,6,1,he
1,8,6,2,could
1,8,6,3,spare
1,8,6,4,so
1,8,6,5,considerable
1,8,6,6,a
1,8,6,7,sum
1,8,6,8,with
1,8,6,9,little
1,8,6,10,inconvenience
1,8,7,0,"""--"
1,8,7,1,He
1,8,7,2,thought
1,8,7,3,of
1,8,7,4,it
1,8,7,5,all
1,8,7,6,day
1,8,7,7,"long,"
1,8,7,8,and
1,8,7,9,for
1,8,7,10,many
1,8,7,11,days
1,8,7,12,"successively,"
1,8,7,13,and
1,8,7,14,he
1,8,7,15,did
1,8,7,16,not
1,8,7,17,repent
1,9,0,0,No
1,9,0,1,sooner
1,9,0,2,was
1,9,0,3,his
1,9,0,4,father's
1,9,0,5,funeral
1,9,0,6,"over,"
1,9,0,7,than
1,9,0,8,Mrs
1,9,1,0,
1,9,1,1,John
1,9,1,2,"Dashwood,"
1,9,1,3,without
1,9,1,4,sending
1,9,1,5,any
1,9,1,6,notice
1,9,1,7,of
1,9,1,8,her
1,9,1,9,intention
1,9,1,10,to
1,9,1,11,her
1,9,1,12,"mother-in-law,"
1,9,1,13,arrived
1,9,1,14,with
1,9,1,15,her
1,9,1,16,child
1,9,1,17,and
1,9,1,18,their
1,9,1,19,attendants
1,9,2,0,
1,9,2,1,No
1,9,2,2,one
1,9,2,3,could
1,9,2,4,dispute
1,9,2,5,her
1,9,2,6,right
1,9,2,7,to
1,9,2,8,come
1,9,3,0,
1,9,3,1,the
1,9,3,2,house
1,9,3,3,was
1,9,3,4,her
1,9,3,5,husband's
1,9,3,6,from
1,9,3,7,the
1,9,3,8,moment
1,9,3,9,of
1,9,3,10,his
1,9,3,11,father's
1,9,3,12,decease
1,9,4,0,
1,9,4,1,but
1,9,4,2,the
1,9,4,3,indelicacy
1,9,4,4,of
1,9,4,5,her
1,9,4,6,conduct
1,9,4,7,was
1,9,4,8,so
1,9,4,9,much
1,9,4,10,the
1,9,4,11,"greater,"
1,9,4,12,and
1,9,4,13,to
1,9,4,14,a
1,9,4,15,woman
1,9,4,16,in
1,9,4,17,Mrs
1,9,5,0,
1,9,5,1,Dashwood's
1,9,5,2,"situation,"
1,9,5,3,with
1,9,5,4,only
1,9,5,5,common
1,9,5,6,"feelings,"
1,9,5,7,must
1,9,5,8,have
1,9,5,9,been
1,9,5,10,highly
1,9,5,11,unpleasing
1,9,6,0,--but
1,9,6,1,in
1,9,6,2,HER
1,9,6,3,mind
1,9,6,4,there
1,9,6,5,was
1,9,6,6,a
1,9,6,7,sense
1,9,6,8,of
1,9,6,9,honor
1,9,6,10,so
1,9,6,11,"keen,"
1,9,6,12,a
1,9,6,13,generosity
1,9,6,14,so
1,9,6,15,"romantic,"
1,9,6,16,that
1,9,6,17,any
1,9,6,18,offence
1,9,6,19,of
1,9,6,20,the
1,9,6,21,"kind,"
1,9,6,22,by
1,9,6,23,whomsoever
1,9,6,24,given
1,9,6,25,or
1,9,6,26,"received,"
1,9,6,27,was
1,9,6,28,to
1,9,6,29,her
1,9,6,30,a
1,9,6,31,source
1,9,6,32,of
1,9,6,33,immovable
1,9,6,34,disgust
1,9,7,0,
1,9,7,1,Mrs
1,9,8,0,
1,9,8,1,John
1,9,8,2,Dashwood
1,9,8,3,had
1,9,8,4,never
1,9,8,5,been
1,9,8,6,a
1,9,8,7,favourite
1,9,8,8,with
1,9,8,9,any
1,9,8,10,of
1,9,8,11,her
1,9,8,12,husband's
1,9,8,13,family
1,9,9,0,
1,9,9,1,but
1,9,9,2,she
1,9,9,3,had
1,9,9,4,had
1,9,9,5,no
1,9,9,6,"opportunity,"
1,9,9,7,till
1,9,9,8,the
1,9,9,9,"present,"
1,9,9,10,of
1,9,9,11,shewing
1,9,9,12,them
1,9,9,13,with
1,9,9,14,how
1,9,9,15,little
1,9,9,16,attention
1,9,9,17,to
1,9,9,18,the
1,9,9,19,comfort
1,9,9,20,of
1,9,9,21,other
1,9,9,22,people
1,9,9,23,she
1,9,9,24,could
1,9,9,25,act
1,9,9,26,when
1,9,9,27,occasion
1,9,9,28,required
1,9,9,29,it
1,10,0,0,So
1,10,0,1,acutely
1,10,0,2,did
1,10,0,3,Mrs
1,10,1,0,
1,10,1,1,Dashwood
1,10,1,2,feel
1,10,1,3,this
1,10,1,4,ungracious
1,10,1,5,"behaviour,"
1,10,1,6,and
1,10,1,7,so
1,10,1,8,earnestly
1,10,1,9,did
1,10,1,10,she
1,10,1,11,despise
1,10,1,12,her
1,10,1,13,daughter-in-law
1,10,1,14,for
1,10,1,15,"it,"
1,10,1,16,"that,"
1,10,1,17,on
1,10,1,18,the
1,10,1,19,arrival
1,10,1,20,of
1,10,1,21,the
1,10,1,22,"latter,"
1,10,1,23,she
1,10,1,24,would
1,10,1,25,have
1,10,1,26,quitted
1,10,1,27,the
1,10,1,28,house
1,10,1,29,for
1,10,1,30,"ever,"
1,10,1,31,had
1,10,1,32,not
1,10,1,33,the
1,10,1,34,entreaty
1,10,1,35,of
1,10,1,36,her
1,10,1,37,eldest
1,10,1,38,girl
1,10,1,39,induced
1,10,1,40,her
1,10,1,41,first
1,10,1,42,to
1,10,1,43,reflect
1,10,1,44,on
1,10,1,45,the
1,10,1,46,propriety
1,10,1,47,of
1,10,1,48,"going,"
1,10,1,49,and
1,10,1,50,her
1,10,1,51,own
1,10,1,52,tender
1,10,1,53,love
1,10,1,54,for
1,10,1,55,all
1,10,1,56,her
1,10,1,57,three
1,10,1,58,children
1,10,1,59,determined
1,10,1,60,her
1,10,1,61,afterwards
1,10,1,62,to
1,10,1,63,"stay,"
1,10,1,64,and
1,10,1,65,for
1,10,1,66,their
1,10,1,67,sakes
1,10,1,68,avoid
1,10,1,69,a
1,10,1,70,breach
1,10,1,71,with
1,10,1,72,their
1,10,1,73,brother
1,11,0,0,"Elinor,"
1,11,0,1,this
1,11,0,2,eldest
1,11,0,3,"daughter,"
1,11,0,4,whose
1,11,0,5,advice
1,11,0,6,was
1,11,0,7,so
