chap_num,para_num,sent_num,token_num,token_str
1,5,2,39,had
1,5,2,40,married
1,5,3,0,
1,5,3,1,forming
1,5,3,2,altogether
1,5,3,3,two
1,5,3,4,handsome
1,5,3,5,duodecimo
1,5,3,6,"pages,"
1,5,3,7,and
1,5,3,8,concluding
1,5,3,9,with
1,5,3,10,the
1,5,3,11,arms
1,5,3,12,and
1,5,3,13,motto:
1,5,3,14,
1,5,4,0,Principal
1,5,4,1,"seat,"
1,5,4,2,Kellynch
1,5,4,3,"Hall,"
1,5,4,4,in
1,5,4,5,the
1,5,4,6,county
1,5,4,7,of
1,5,4,8,"Somerset,"
1,5,5,0,
1,5,5,1,and
1,5,5,2,Sir
1,5,5,3,Walter
1,5,5,4,s
1,5,5,5,handwriting
1,5,5,6,again
1,5,5,7,in
1,5,5,8,this
1,5,5,9,finale:
1,5,5,10,
1,6,1,0,Heir
1,6,1,1,"presumptive,"
1,6,1,2,William
1,6,1,3,Walter
1,6,1,4,"Elliot,"
1,6,1,5,Esq
1,6,2,0,","
1,6,2,1,great
1,6,2,2,grandson
1,6,2,3,of
1,6,2,4,the
1,6,2,5,second
1,6,2,6,Sir
1,6,2,7,Walter
1,7,0,0,Vanity
1,7,0,1,was
1,7,0,2,the
1,7,0,3,beginning
1,7,0,4,and
1,7,0,5,the
1,7,0,6,end
1,7,0,7,of
1,7,0,8,Sir
1,7,0,9,Walter
1,7,0,10,Elliot
1,7,0,11,s
1,7,0,12,character
1,7,1,0,
1,7,1,1,vanity
1,7,1,2,of
1,7,1,3,person
1,7,1,4,and
1,7,1,5,of
1,7,1,6,situation
1,7,2,0,
1,7,2,1,He
1,7,2,2,had
1,7,2,3,been
1,7,2,4,remarkably
1,7,2,5,handsome
1,7,2,6,in
1,7,2,7,his
1,7,2,8,youth
1,7,3,0,
1,7,3,1,"and,"
1,7,3,2,at
1,7,3,3,fifty
1,7,3,4,"four,"
1,7,3,5,was
1,7,3,6,still
1,7,3,7,a
1,7,3,8,very
1,7,3,9,fine
1,7,3,10,man
1,7,4,0,
1,7,4,1,Few
1,7,4,2,women
1,7,4,3,could
1,7,4,4,think
1,7,4,5,more
1,7,4,6,of
1,7,4,7,their
1,7,4,8,personal
1,7,4,9,appearance
1,7,4,10,than
1,7,4,11,he
1,7,4,12,"did,"
1,7,4,13,nor
1,7,4,14,could
1,7,4,15,the
1,7,4,16,valet
1,7,4,17,of
1,7,4,18,any
1,7,4,19,new
1,7,4,20,made
1,7,4,21,lord
1,7,4,22,be
1,7,4,23,more
1,7,4,24,delighted
1,7,4,25,with
1,7,4,26,the
1,7,4,27,place
1,7,4,28,he
1,7,4,29,held
1,7,4,30,in
1,7,4,31,society
1,7,5,0,
1,7,5,1,He
1,7,5,2,considered
1,7,5,3,the
1,7,5,4,blessing
1,7,5,5,of
1,7,5,6,beauty
1,7,5,7,as
1,7,5,8,inferior
1,7,5,9,only
1,7,5,10,to
1,7,5,11,the
1,7,5,12,blessing
1,7,5,13,of
1,7,5,14,a
1,7,5,15,baronetcy
1,7,6,0,
1,7,6,1,and
1,7,6,2,the
1,7,6,3,Sir
1,7,6,4,Walter
1,7,6,5,"Elliot,"
1,7,6,6,who
1,7,6,7,united
1,7,6,8,these
1,7,6,9,"gifts,"
1,7,6,10,was
1,7,6,11,the
1,7,6,12,constant
1,7,6,13,object
1,7,6,14,of
1,7,6,15,his
1,7,6,16,warmest
1,7,6,17,respect
1,7,6,18,and
1,7,6,19,devotion
1,8,0,0,His
1,8,0,1,good
1,8,0,2,looks
1,8,0,3,and
1,8,0,4,his
1,8,0,5,rank
1,8,0,6,had
1,8,0,7,one
1,8,0,8,fair
1,8,0,9,claim
1,8,0,10,on
1,8,0,11,his
1,8,0,12,attachment
1,8,1,0,
1,8,1,1,since
1,8,1,2,to
1,8,1,3,them
1,8,1,4,he
1,8,1,5,must
1,8,1,6,have
1,8,1,7,owed
1,8,1,8,a
1,8,1,9,wife
1,8,1,10,of
1,8,1,11,very
1,8,1,12,superior
1,8,1,13,character
1,8,1,14,to
1,8,1,15,any
1,8,1,16,thing
1,8,1,17,deserved
1,8,1,18,by
1,8,1,19,his
1,8,1,20,own
1,8,2,0,
1,8,2,1,Lady
1,8,2,2,Elliot
1,8,2,3,had
1,8,2,4,been
1,8,2,5,an
1,8,2,6,excellent
1,8,2,7,"woman,"
1,8,2,8,sensible
1,8,2,9,and
1,8,2,10,amiable
1,8,3,0,
1,8,3,1,whose
1,8,3,2,judgement
1,8,3,3,and
1,8,3,4,"conduct,"
1,8,3,5,if
1,8,3,6,they
1,8,3,7,might
1,8,3,8,be
1,8,3,9,pardoned
1,8,3,10,the
1,8,3,11,youthful
1,8,3,12,infatuation
1,8,3,13,which
1,8,3,14,made
1,8,3,15,her
1,8,3,16,Lady
1,8,3,17,"Elliot,"
1,8,3,18,had
1,8,3,19,never
1,8,3,20,required
1,8,3,21,indulgence
1,8,3,22,afterwards
1,8,4,0,
1,8,4,1,She
1,8,4,2,had
1,8,4,3,"humoured,"
1,8,4,4,or
1,8,4,5,"softened,"
1,8,4,6,or
1,8,4,7,concealed
1,8,4,8,his
1,8,4,9,"failings,"
1,8,4,10,and
1,8,4,11,promoted
1,8,4,12,his
1,8,4,13,real
1,8,4,14,respectability
1,8,4,15,for
1,8,4,16,seventeen
1,8,4,17,years
1,8,5,0,
1,8,5,1,and
1,8,5,2,though
1,8,5,3,not
1,8,5,4,the
1,8,5,5,very
1,8,5,6,happiest
1,8,5,7,being
1,8,5,8,in
1,8,5,9,the
1,8,5,10,world
1,8,5,11,"herself,"
1,8,5,12,had
1,8,5,13,found
1,8,5,14,enough
1,8,5,15,in
1,8,5,16,her
1,8,5,17,"duties,"
1,8,5,18,her
1,8,5,19,"friends,"
1,8,5,20,and
1,8,5,21,her
1,8,5,22,"children,"
1,8,5,23,to
1,8,5,24,attach
1,8,5,25,her
1,8,5,26,to
1,8,5,27,"life,"
1,8,5,28,and
1,8,5,29,make
1,8,5,30,it
1,8,5,31,no
1,8,5,32,matter
1,8,5,33,of
1,8,5,34,indifference
1,8,5,35,to
1,8,5,36,her
1,8,5,37,when
1,8,5,38,she
1,8,5,39,was
1,8,5,40,called
1,8,5,41,on
1,8,5,42,to
1,8,5,43,quit
1,8,5,44,them
1,8,6,0,
1,8,6,1,Three
1,8,6,2,"girls,"
1,8,6,3,the
1,8,6,4,two
1,8,6,5,eldest
1,8,6,6,sixteen
1,8,6,7,and
1,8,6,8,"fourteen,"
1,8,6,9,was
1,8,6,10,an
1,8,6,11,awful
1,8,6,12,legacy
1,8,6,13,for
1,8,6,14,a
1,8,6,15,mother
1,8,6,16,to
1,8,6,17,"bequeath,"
1,8,6,18,an
1,8,6,19,awful
1,8,6,20,charge
1,8,6,21,"rather,"
1,8,6,22,to
1,8,6,23,confide
1,8,6,24,to
1,8,6,25,the
1,8,6,26,authority
1,8,6,27,and
1,8,6,28,guidance
1,8,6,29,of
1,8,6,30,a
1,8,6,31,"conceited,"
1,8,6,32,silly
1,8,6,33,father
1,8,7,0,
1,8,7,1,She
1,8,7,2,"had,"
1,8,7,3,"however,"
1,8,7,4,one
1,8,7,5,very
1,8,7,6,intimate
1,8,7,7,"friend,"
1,8,7,8,a
1,8,7,9,"sensible,"
1,8,7,10,deserving
1,8,7,11,"woman,"
1,8,7,12,who
1,8,7,13,had
1,8,7,14,been
1,8,7,15,"brought,"
1,8,7,16,by
1,8,7,17,strong
1,8,7,18,attachment
1,8,7,19,to
1,8,7,20,"herself,"
1,8,7,21,to
1,8,7,22,settle
1,8,7,23,close
1,8,7,24,by
1,8,7,25,"her,"
1,8,7,26,in
1,8,7,27,the
1,8,7,28,village
1,8,7,29,of
1,8,7,30,Kellynch
1,8,8,0,
1,8,8,1,and
1,8,8,2,on
1,8,8,3,her
1,8,8,4,kindness
1,8,8,5,and
1,8,8,6,"advice,"
1,8,8,7,Lady
1,8,8,8,Elliot
1,8,8,9,mainly
1,8,8,10,relied
1,8,8,11,for
1,8,8,12,the
1,8,8,13,best
1,8,8,14,help
1,8,8,15,and
1,8,8,16,maintenance
1,8,8,17,of
1,8,8,18,the
1,8,8,19,good
1,8,8,20,principles
1,8,8,21,and
1,8,8,22,instruction
1,8,8,23,which
1,8,8,24,she
1,8,8,25,had
1,8,8,26,been
1,8,8,27,anxiously
1,8,8,28,giving
1,8,8,29,her
1,8,8,30,daughters
1,9,0,0,This
1,9,0,1,"friend,"
1,9,0,2,and
1,9,0,3,Sir
1,9,0,4,"Walter,"
1,9,0,5,did
1,9,0,6,not
1,9,0,7,"marry,"
1,9,0,8,whatever
1,9,0,9,might
1,9,0,10,have
1,9,0,11,been
1,9,0,12,anticipated
1,9,0,13,on
1,9,0,14,that
1,9,0,15,head
1,9,0,16,by
1,9,0,17,their
1,9,0,18,acquaintance
1,9,1,0,
1,9,1,1,Thirteen
1,9,1,2,years
1,9,1,3,had
1,9,1,4,passed
1,9,1,5,away
1,9,1,6,since
1,9,1,7,Lady
1,9,1,8,Elliot
1,9,1,9,s
1,9,1,10,"death,"
1,9,1,11,and
1,9,1,12,they
1,9,1,13,were
1,9,1,14,still
1,9,1,15,near
1,9,1,16,neighbours
1,9,1,17,and
1,9,1,18,intimate
1,9,1,19,"friends,"
1,9,1,20,and
1,9,1,21,one
1,9,1,22,remained
1,9,1,23,a
1,9,1,24,"widower,"
1,9,1,25,the
1,9,1,26,other
1,9,1,27,a
1,9,1,28,widow
1,10,0,0,That
1,10,0,1,Lady
1,10,0,2,"Russell,"
1,10,0,3,of
1,10,0,4,steady
1,10,0,5,age
1,10,0,6,and
1,10,0,7,"character,"
1,10,0,8,and
1,10,0,9,extremely
1,10,0,10,well
1,10,0,11,provided
1,10,0,12,"for,"
1,10,0,13,should
1,10,0,14,have
1,10,0,15,no
1,10,0,16,thought
1,10,0,17,of
1,10,0,18,a
1,10,0,19,second
1,10,0,20,"marriage,"
1,10,0,21,needs
1,10,0,22,no
1,10,0,23,apology
1,10,0,24,to
1,10,0,25,the
1,10,0,26,"public,"
1,10,0,27,which
1,10,0,28,is
1,10,0,29,rather
1,10,0,30,apt
1,10,0,31,to
1,10,0,32,be
1,10,0,33,unreasonably
1,10,0,34,discontented
1,10,0,35,when
1,10,0,36,a
1,10,0,37,woman
1,10,0,38,does
1,10,0,39,marry
1,10,0,40,"again,"
1,10,0,41,than
1,10,0,42,when
1,10,0,43,she
1,10,0,44,does
1,10,0,45,not
1,10,1,0,
1,10,1,1,but
1,10,1,2,Sir
1,10,1,3,Walter
1,10,1,4,s
1,10,1,5,continuing
1,10,1,6,in
1,10,1,7,singleness
1,10,1,8,requires
1,10,1,9,explanation
1,10,2,0,
1,10,2,1,Be
1,10,2,2,it
1,10,2,3,known
1,10,2,4,"then,"
1,10,2,5,that
1,10,2,6,Sir
1,10,2,7,"Walter,"
1,10,2,8,like
1,10,2,9,a
1,10,2,10,good
1,10,2,11,"father,"
1,10,2,12,(having
1,10,2,13,met
1,10,2,14,with
1,10,2,15,one
1,10,2,16,or
1,10,2,17,two
1,10,2,18,private
1,10,2,19,disappointments
1,10,2,20,in
1,10,2,21,very
1,10,2,22,unreasonable
1,10,2,23,"applications),"
1,10,2,24,prided
1,10,2,25,himself
1,10,2,26,on
1,10,2,27,remaining
1,10,2,28,single
1,10,2,29,for
1,10,2,30,his
1,10,2,31,dear
1,10,2,32,daughters
1,10,2,33,sake
1,10,3,0,
1,10,3,1,For
1,10,3,2,one
1,10,3,3,"daughter,"
1,10,3,4,his
1,10,3,5,"eldest,"
1,10,3,6,he
1,10,3,7,would
1,10,3,8,really
1,10,3,9,have
1,10,3,10,given
1,10,3,11,up
1,10,3,12,any
1,10,3,13,"thing,"
1,10,3,14,which
1,10,3,15,he
1,10,3,16,had
1,10,3,17,not
1,10,3,18,been
1,10,3,19,very
1,10,3,20,much
1,10,3,21,tempted
1,10,3,22,to
1,10,3,23,do
1,10,4,0,
1,10,4,1,Elizabeth
1,10,4,2,had
1,10,4,3,"succeeded,"
1,10,4,4,at
1,10,4,5,"sixteen,"
1,10,4,6,to
1,10,4,7,all
1,10,4,8,that
1,10,4,9,was
1,10,4,10,"possible,"
1,10,4,11,of
1,10,4,12,her
1,10,4,13,mother
1,10,4,14,s
1,10,4,15,rights
1,10,4,16,and
1,10,4,17,consequence
1,10,5,0,
1,10,5,1,and
1,10,5,2,being
1,10,5,3,very
1,10,5,4,"handsome,"
1,10,5,5,and
1,10,5,6,very
1,10,5,7,like
1,10,5,8,"himself,"
1,10,5,9,her
1,10,5,10,influence
1,10,5,11,had
1,10,5,12,always
1,10,5,13,been
1,10,5,14,"great,"
1,10,5,15,and
1,10,5,16,they
1,10,5,17,had
1,10,5,18,gone
1,10,5,19,on
1,10,5,20,together
1,10,5,21,most
1,10,5,22,happily
1,10,6,0,
1,10,6,1,His
1,10,6,2,two
1,10,6,3,other
1,10,6,4,children
1,10,6,5,were
1,10,6,6,of
1,10,6,7,very
1,10,6,8,inferior
1,10,6,9,value
1,10,7,0,
1,10,7,1,Mary
1,10,7,2,had
1,10,7,3,acquired
1,10,7,4,a
1,10,7,5,little
1,10,7,6,artificial
1,10,7,7,"importance,"
1,10,7,8,by
1,10,7,9,becoming
1,10,7,10,Mrs
1,10,7,11,Charles
1,10,7,12,Musgrove
1,10,8,0,
1,10,8,1,but
1,10,8,2,"Anne,"
1,10,8,3,with
1,10,8,4,an
1,10,8,5,elegance
1,10,8,6,of
1,10,8,7,mind
1,10,8,8,and
1,10,8,9,sweetness
1,10,8,10,of
1,10,8,11,"character,"
1,10,8,12,which
1,10,8,13,must
1,10,8,14,have
1,10,8,15,placed
1,10,8,16,her
1,10,8,17,high
1,10,8,18,with
1,10,8,19,any
1,10,8,20,people
1,10,8,21,of
1,10,8,22,real
1,10,8,23,"understanding,"
1,10,8,24,was
1,10,8,25,nobody
1,10,8,26,with
1,10,8,27,either
1,10,8,28,father
1,10,8,29,or
1,10,8,30,sister
1,10,9,0,
1,10,9,1,her
1,10,9,2,word
1,10,9,3,had
1,10,9,4,no
1,10,9,5,"weight,"
1,10,9,6,her
1,10,9,7,convenience
1,10,9,8,was
1,10,9,9,always
1,10,9,10,to
1,10,9,11,give
1,10,9,12,way
1,10,9,13,she
1,10,9,14,was
1,10,9,15,only
1,10,9,16,Anne
1,11,0,0,To
1,11,0,1,Lady
1,11,0,2,"Russell,"
1,11,0,3,"indeed,"
1,11,0,4,she
1,11,0,5,was
1,11,0,6,a
1,11,0,7,most
1,11,0,8,dear
1,11,0,9,and
1,11,0,10,highly
1,11,0,11,valued
1,11,0,12,god
1,11,0,13,"daughter,"
1,11,0,14,"favourite,"
1,11,0,15,and
1,11,0,16,friend
1,11,1,0,
1,11,1,1,Lady
1,11,1,2,Russell
1,11,1,3,loved
1,11,1,4,them
1,11,1,5,all
1,11,2,0,
1,11,2,1,but
1,11,2,2,it
1,11,2,3,was
1,11,2,4,only
1,11,2,5,in
1,11,2,6,Anne
1,11,2,7,that
1,11,2,8,she
1,11,2,9,could
1,11,2,10,fancy
1,11,2,11,the
1,11,2,12,mother
1,11,2,13,to
1,11,2,14,revive
1,11,2,15,again
1,12,0,0,A
1,12,0,1,few
1,12,0,2,years
1,12,0,3,"before,"
1,12,0,4,Anne
1,12,0,5,Elliot
1,12,0,6,had
1,12,0,7,been
1,12,0,8,a
1,12,0,9,very
1,12,0,10,pretty
1,12,0,11,"girl,"
1,12,0,12,but
1,12,0,13,her
1,12,0,14,bloom
1,12,0,15,had
1,12,0,16,vanished
1,12,0,17,early
1,12,1,0,
1,12,1,1,and
1,12,1,2,as
1,12,1,3,even
1,12,1,4,in
1,12,1,5,its
1,12,1,6,"height,"
1,12,1,7,her
1,12,1,8,father
1,12,1,9,had
1,12,1,10,found
1,12,1,11,little
1,12,1,12,to
1,12,1,13,admire
1,12,1,14,in
1,12,1,15,"her,"
1,12,1,16,(so
1,12,1,17,totally
1,12,1,18,different
1,12,1,19,were
1,12,1,20,her
1,12,1,21,delicate
1,12,1,22,features
1,12,1,23,and
1,12,1,24,mild
1,12,1,25,dark
1,12,1,26,eyes
1,12,1,27,from
1,12,1,28,his
1,12,1,29,"own),"
1,12,1,30,there
1,12,1,31,could
1,12,1,32,be
1,12,1,33,nothing
1,12,1,34,in
1,12,1,35,"them,"
1,12,1,36,now
1,12,1,37,that
1,12,1,38,she
1,12,1,39,was
1,12,1,40,faded
1,12,1,41,and
1,12,1,42,"thin,"
1,12,1,43,to
1,12,1,44,excite
1,12,1,45,his
1,12,1,46,esteem
1,12,2,0,
1,12,2,1,He
1,12,2,2,had
1,12,2,3,never
1,12,2,4,indulged
1,12,2,5,much
1,12,2,6,"hope,"
1,12,2,7,he
1,12,2,8,had
1,12,2,9,now
1,12,2,10,"none,"
1,12,2,11,of
1,12,2,12,ever
1,12,2,13,reading
1,12,2,14,her
1,12,2,15,name
1,12,2,16,in
1,12,2,17,any
1,12,2,18,other
1,12,2,19,page
1,12,2,20,of
1,12,2,21,his
1,12,2,22,favourite
1,12,2,23,work
1,12,3,0,
1,12,3,1,All
1,12,3,2,equality
1,12,3,3,of
1,12,3,4,alliance
1,12,3,5,must
1,12,3,6,rest
1,12,3,7,with
1,12,3,8,"Elizabeth,"
1,12,3,9,for
1,12,3,10,Mary
1,12,3,11,had
1,12,3,12,merely
1,12,3,13,connected
1,12,3,14,herself
1,12,3,15,with
1,12,3,16,an
1,12,3,17,old
1,12,3,18,country
1,12,3,19,family
1,12,3,20,of
1,12,3,21,respectability
1,12,3,22,and
1,12,3,23,large
1,12,3,24,"fortune,"
1,12,3,25,and
1,12,3,26,had
1,12,3,27,therefore
1,12,3,28,given
1,12,3,29,all
1,12,3,30,the
1,12,3,31,honour
1,12,3,32,and
1,12,3,33,received
1,12,3,34,none:
1,12,3,35,Elizabeth
1,12,3,36,"would,"
1,12,3,37,one
1,12,3,38,day
1,12,3,39,or
1,12,3,40,"other,"
1,12,3,41,marry
1,12,3,42,suitably
1,13,0,0,It
1,13,0,1,sometimes
1,13,0,2,happens
1,13,0,3,that
1,13,0,4,a
1,13,0,5,woman
1,13,0,6,is
1,13,0,7,handsomer
1,13,0,8,at
1,13,0,9,twenty
1,13,0,10,nine
1,13,0,11,than
1,13,0,12,she
1,13,0,13,was
1,13,0,14,ten
1,13,0,15,years
1,13,0,16,before
1,13,1,0,
1,13,1,1,"and,"
1,13,1,2,generally
1,13,1,3,"speaking,"
1,13,1,4,if
1,13,1,5,there
1,13,1,6,has
1,13,1,7,been
1,13,1,8,neither
1,13,1,9,ill
1,13,1,10,health
1,13,1,11,nor
1,13,1,12,"anxiety,"
1,13,1,13,it
1,13,1,14,is
1,13,1,15,a
1,13,1,16,time
1,13,1,17,of
1,13,1,18,life
1,13,1,19,at
1,13,1,20,which
1,13,1,21,scarcely
1,13,1,22,any
1,13,1,23,charm
1,13,1,24,is
1,13,1,25,lost
1,13,2,0,
1,13,2,1,It
1,13,2,2,was
1,13,2,3,so
1,13,2,4,with
1,13,2,5,"Elizabeth,"
1,13,2,6,still
1,13,2,7,the
1,13,2,8,same
1,13,2,9,handsome
1,13,2,10,Miss
1,13,2,11,Elliot
1,13,2,12,that
1,13,2,13,she
1,13,2,14,had
1,13,2,15,begun
1,13,2,16,to
1,13,2,17,be
1,13,2,18,thirteen
1,13,2,19,years
1,13,2,20,"ago,"
1,13,2,21,and
1,13,2,22,Sir
1,13,2,23,Walter
1,13,2,24,might
1,13,2,25,be
1,13,2,26,"excused,"
1,13,2,27,"therefore,"
1,13,2,28,in
1,13,2,29,forgetting
1,13,2,30,her
1,13,2,31,"age,"
1,13,2,32,"or,"
1,13,2,33,at
1,13,2,34,"least,"
1,13,2,35,be
1,13,2,36,deemed
1,13,2,37,only
1,13,2,38,half
1,13,2,39,a
1,13,2,40,"fool,"
1,13,2,41,for
1,13,2,42,thinking
1,13,2,43,himself
1,13,2,44,and
1,13,2,45,Elizabeth
1,13,2,46,as
1,13,2,47,blooming
1,13,2,48,as
1,13,2,49,"ever,"
1,13,2,50,amidst
1,13,2,51,the
1,13,2,52,wreck
1,13,2,53,of
1,13,2,54,the
1,13,2,55,good
1,13,2,56,looks
1,13,2,57,of
1,13,2,58,everybody
1,13,2,59,else
1,13,3,0,
1,13,3,1,for
1,13,3,2,he
1,13,3,3,could
1,13,3,4,plainly
1,13,3,5,see
1,13,3,6,how
1,13,3,7,old
1,13,3,8,all
1,13,3,9,the
1,13,3,10,rest
1,13,3,11,of
1,13,3,12,his
1,13,3,13,family
1,13,3,14,and
1,13,3,15,acquaintance
1,13,3,16,were
1,13,3,17,growing
1,13,4,0,
1,13,4,1,Anne
